"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Rank","D_Score","E_Score","Penalty","Score","FullName","HB","PH","FX","PB","SR","VT","BB","UB","Total"
"MCLELLAN","Euan","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",26,4.8,7.7,0,12.5,"Euan_MCLELLAN",11.925,9.65,11.625,13.15,12.35,12.8,NA,NA,71.5
"ZLOBEC","Evandra","w","CAN","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",38,4.5,6.7,NA,11.2,"Evandra_ZLOBEC",NA,NA,12.65,NA,NA,5.725,11.2,11.2,40.775
"DIMITRIOU","Evangelina","w","CYP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",115,4.6,4.166,NA,8.766,"Evangelina_DIMITRIOU",NA,NA,11.666,NA,NA,11.866,8.766,7.233,39.531
"RUITER","Eve","w","NED","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",88,4.6,6.633,NA,11.233,"Eve_RUITER",NA,NA,11.9,NA,NA,13,11.233,NA,36.133
"FLAGE DONOVAN","Evie","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",9,4.8,7.5,0,12.3,"Evie_FLAGE DONOVAN",NA,NA,NA,NA,NA,NA,NA,12.3,12.3
"MC ATEER","Ewan","m","IRL","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",89,5.1,7.3,NA,12.4,"Ewan_MC ATEER",12.2,11.733,12.4,12.166,11.933,13.866,NA,NA,74.298
"Indig","Eyal","m","ISR","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","final","Tel Aviv, Israel",1,6,8.15,NA,14.15,"Eyal_Indig",NA,14.275,NA,NA,NA,NA,NA,NA,14.275
"INDIG","Eyal","m","ISR","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",9,6,7.45,0,13.45,"Eyal_INDIG",NA,13.6915,NA,NA,NA,NA,NA,NA,13.6915
"THORSDOTTIR","Eythora","w","NED","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",68,5.3,6.366,NA,11.666,"Eythora_THORSDOTTIR",NA,NA,12.5886666666667,NA,NA,13.413,12.1886666666667,13.533,51.7233333333333
"DE LUNA","Fabian","m","MEX","24-28 Jun 2023","2023 Central American and Caribbean Games","final","San Salvador, El Salvador",6,4.9,8,0.1,12.8,"Fabian_DE LUNA",NA,NA,12.1915,11.6773333333333,13.3025,13.6016666666667,NA,NA,50.773
"DABOUR","Farida","w","EGY","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",20,3.6,8.5,NA,12.1,"Farida_DABOUR",NA,NA,NA,NA,NA,12.0165,NA,NA,12.0165
"BOUKHATEM","Fatma Zohra","w","ALG","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",145,4.2,4.3,NA,8.5,"Fatma Zohra_BOUKHATEM",NA,NA,11.466,NA,NA,12,8.5,10.566,42.532
"PASCUCCI OSIROFF","Faustina","w","ARG","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",39,3.6,6.466,NA,10.066,"Faustina_PASCUCCI OSIROFF",NA,NA,11.233,NA,NA,10.75,10.066,11,43.049
"DOLCI","Felix","m","CAN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",102,5.9,6.633,0.1,12.433,"Felix_DOLCI",13.6532,10.604,13.56225,14.1132,13.9136666666667,14.1932,NA,NA,80.0395166666667
"Arican","Ferhat","m","TUR","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",6,6,7.85,NA,13.85,"Ferhat_Arican",NA,13.3833333333333,NA,14.379,NA,NA,NA,NA,27.7623333333333
"ARICAN","Ferhat","m","TUR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",64,4.4,8.533,NA,12.933,"Ferhat_ARICAN",12.9098,13.9256666666667,14.2,14.7062307692308,NA,11.7665,NA,NA,67.5081974358974
"ENGHELS","Fien","w","BEL","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",19,4.7,8,NA,12.7,"Fien_ENGHELS",NA,NA,NA,NA,NA,NA,12.2415,13.3364,25.5779
"BOROSA","Filip","m","CRO","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",13,4.3,7.95,0,12.25,"Filip_BOROSA",NA,NA,12.25,NA,NA,NA,NA,NA,12.25
"LIDBECK","Filip","m","SWE","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",83,5.7,7.3,0.3,12.7,"Filip_LIDBECK",NA,NA,13.2886666666667,NA,NA,13.6915,NA,NA,26.9801666666667
"SASNAL","Filip","m","POL","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",50,5.6,7.9,0.2,13.3,"Filip_SASNAL",9.5995,10.52475,12.67475,12.66625,12.108,13.524625,NA,NA,71.097875
"Ude","Filip","m","CRO","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",10,5.1,8.6,NA,13.7,"Filip_Ude",NA,13.7,NA,NA,NA,NA,NA,NA,13.7
"UDE","Filip","m","CRO","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England",8,5.7,6.8,NA,12.5,"Filip_UDE",NA,13.4198,NA,NA,NA,NA,NA,NA,13.4198
"MARTINS","Filipa","w","POR","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",60,5.3,6.633,0.3,11.633,"Filipa_MARTINS",NA,NA,12.7,NA,NA,13.3,11.7915,12.213,50.0045
"ALMEIDA","Filipe","m","POR","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",51,5.1,8.333,0.3,13.133,"Filipe_ALMEIDA",12.666,10.866,13.133,10.233,9.233,13.066,NA,NA,69.197
"SAFKEN","Finja","w","GER","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",36,3.8,7.2,NA,11,"Finja_SAFKEN",NA,NA,11,NA,NA,12.3,NA,NA,23.3
"MORGAN","Finlay","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",19,4.7,8.1,0,12.8,"Finlay_MORGAN",11.75,11.2,12.35,11.25,11.975,13.75,NA,NA,72.275
"SARAIVA","Flavia","w","BRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",20,5.7,7.2,NA,12.9,"Flavia_SARAIVA",NA,NA,14.2,NA,NA,13.833,12.9,13.2,54.133
"Slooff","Floor","w","","8-11 Jun 2023","2023 Osijek Challenge Cup","final","Osijek, Croatia.",3,5.2,7.633,0.1,12.733,"Floor_Slooff",NA,NA,12.7995,NA,NA,12.7495,NA,12.1,37.649
"SLOOFF","Floor","w","NED","25-28 May 2023","2023 Varna World Challenge Cup Results","final","Varna, Bulgaria",5,4.9,7,0,11.9,"Floor_SLOOFF",NA,NA,11.566,NA,NA,12.4495,12.233,NA,36.2485
"LANGENEGGER","Florian","m","SUI","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",118,5.2,6.766,0.1,11.866,"Florian_LANGENEGGER",12.861,13.008,13.4165,13.6163333333333,13.0205,11.1466,NA,NA,77.0689333333333
"SANTI","Franchesca","w","CHI","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",144,4.6,4.233,NA,8.833,"Franchesca_SANTI",NA,NA,12.2,NA,NA,12.9995,8.833,10.333,44.3655
"MORALES","Franciny","w","CRC","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",139,4.6,5.266,0.3,9.566,"Franciny_MORALES",NA,NA,11.072,NA,NA,12.4776666666667,10.722,10.3,44.5716666666667
"ACUNA","Francisco","m","CRC","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador",14,4.3,8.2,NA,12.5,"Francisco_ACUNA",12.0666666666667,11.75,12.4,12.95,11.75,12.95,NA,NA,73.8666666666667
"BAINES","Frank","m","SCO","29 Jul-2 Aug, 2023","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England",4,4.6,8.75,NA,13.35,"Frank_BAINES",12.8,12.775,13.4053333333333,13.3,13.075,13.95,NA,NA,79.3053333333333
"LEE MAN HIN","Frankie","m","HKG","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",13,4.8,8.9,0,13.7,"Frankie_LEE MAN HIN",NA,NA,NA,NA,NA,13.4,NA,NA,13.4
"GRIFFITHS","Fraser Guest","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",NA,4.3,5.63,0,9.933,"Fraser Guest_GRIFFITHS",NA,11.566,9.933,12.7,NA,13.566,NA,NA,47.765
"LYNES","Fraser Guest","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",NA,4.4,7.33,0,11.733,"Fraser Guest_LYNES",NA,NA,NA,NA,11.733,NA,NA,NA,11.733
"RICHARD","Frederick Nathaniel","m","USA","1-5 Aug 2023","2023 FISH World University Games","AAfinal","Chengdu, China",3,6.1,8.066,NA,14.166,"Frederick Nathaniel_RICHARD",13.911,13.783,13.8495,13.933,13.6495,13.75,NA,NA,82.876
"RICHARD","Frederick","m","USA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",12,6.1,8.05,0.1,14.05,"Frederick_RICHARD",14,13.6,14.05,13.9665,NA,14.575,NA,NA,70.1915
"AAS","Fredrik Bjornevik","m","NOR","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",54,4,8.566,NA,12.566,"Fredrik Bjornevik_AAS",12.766,11.666,12.566,12.466,11.866,12.966,NA,NA,74.296
"AAS","Fredrik","m","NOR","23-26 Feb 2023","FIG Apparatus World Cup 2023","qual","Cottbus, Germany",39,4.6,6.7,NA,11.3,"Fredrik_AAS",11.3,12.2,NA,NA,NA,NA,NA,NA,23.5
"PETERSEN","Freja","w","DEN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",91,4.5,6.633,NA,11.133,"Freja_PETERSEN",NA,NA,10.933,NA,NA,11.683,11.3165,10.483,44.4155
"BARBOSA","Gabriel","m","BRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",39,5.2,7.8,NA,13,"Gabriel_BARBOSA",NA,13.0165,NA,13,13.1,NA,NA,NA,39.1165
"BURTANETE","Gabriel","m","ROU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",20,5.2,8,0.1,13.1,"Gabriel_BURTANETE",12.353,12.1796,13.2551666666667,13.0996666666667,13.4275,14.2352,NA,NA,78.5501333333333
"BARBOSA","Gabriela","w","BRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",34,4.3,7.1,NA,11.4,"Gabriela_BARBOSA",NA,NA,11.4,NA,NA,6.325,NA,12.25,29.975
"Khachikyan","Gagik","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","final","Osijek, Croatia.",1,6.3,8.466,NA,14.766,"Gagik_Khachikyan",NA,14.683,NA,NA,NA,NA,NA,NA,14.683
"KHACHIKYAN","Gagik","m","ARM","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",72,4.8,8.2,NA,13,"Gagik_KHACHIKYAN",11.711,13.9858,13.3443333333333,12.6553333333333,12.4773333333333,13.3398,NA,NA,77.5136
"Napier","Garcelle","w","RSA","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",12,5.1,7.033,NA,12.133,"Garcelle_Napier",NA,NA,12.133,NA,NA,12.333,NA,10.933,35.399
"NAPIER","Garcelle","w","RSA","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England",24,5,6.55,NA,11.55,"Garcelle_NAPIER",NA,NA,11.55,NA,NA,12,NA,11.5,35.05
"KUMAR","Gaurav","m","IND","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",81,5.2,7.6,NA,12.8,"Gaurav_KUMAR",11.9,11.7,12.8,13.5,12.3,12.566,NA,NA,74.766
"Dor","Geffen","w","ISR","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",10,4.4,7.433,NA,11.833,"Geffen_Dor",NA,NA,NA,NA,NA,NA,11.833,NA,11.833
"DOR","Geffen","w","ISR","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",92,4.4,6.033,NA,10.433,"Geffen_DOR",NA,NA,11.5165,NA,NA,NA,10.6495,9.466,31.632
"HONNOR","George","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",24,5.1,7.55,0.1,12.55,"George_HONNOR",12.25,5.85,12.55,11.25,12.15,13.175,NA,NA,67.225
"FENTON","Georgia Mae","w","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",47,5.2,6.9,NA,12.1,"Georgia Mae_FENTON",NA,NA,12.919,NA,NA,13.2664285714286,12.63325,13.7665833333333,52.5852619047619
"BROWN","Georgia Rose","w","AUS","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",132,4.3,6.833,NA,11.133,"Georgia Rose_BROWN",NA,NA,11.133,NA,NA,13,NA,13.1064,37.2394
"CHARALAMPOUS","Georgia","w","CYP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",121,4.4,3.2,NA,7.6,"Georgia_CHARALAMPOUS",NA,NA,9.866,NA,NA,11.4,7.6,10.966,39.832
"Godwin","Georgia","w","AUS","8-11 Jun 2023","2023 Osijek Challenge Cup","final","Osijek, Croatia.",1,5.9,8,NA,13.9,"Georgia_Godwin",NA,NA,13.56675,NA,NA,13.35825,13.2165,13.3,53.4415
"GODWIN","Georgia","w","AUS","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",14,5.4,7,NA,12.4,"Georgia_GODWIN",NA,NA,12.8915,NA,NA,13.3136666666667,13.2366,13.5066,52.9483666666667
"ANGONAS","Georgios","m","CYP","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",120,4.8,7.266,0.4,11.666,"Georgios_ANGONAS",13.0053333333333,11.708,12.069,12.9108333333333,12.4301666666667,13.653625,NA,NA,75.7769583333333
"KELESIDIS","Georgios","m","GRE","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",91,4.4,7.6,NA,12,"Georgios_KELESIDIS",12,11.8,NA,12.333,NA,NA,NA,NA,36.133
"MARTINEZ","Getsemary","w","VEN","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador",30,4,5.7,NA,9.7,"Getsemary_MARTINEZ",NA,NA,11.3,NA,NA,11.6,9.7,10.6,43.2
"REGINI MORAN","Giarnni","m","GBR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England",1,6.2,8.333,NA,14.533,"Giarnni_REGINI MORAN",10.85825,13.2386666666667,14.1107777777778,14.5107777777778,NA,14.3925714285714,NA,NA,67.1110436507936
"ESCOBAR","Ginna","w","COL","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador",17,4.2,6.45,NA,10.65,"Ginna_ESCOBAR",NA,NA,12.1333333333333,NA,NA,12.41225,11.1333333333333,11.3,46.9789166666667
"ESCOBAR BETANCUR","Ginna","w","COL","9-12 Mar 2023","World Cup","qual","Baku, Azerbaijan",43,4.4,5.933,0.1,10.233,"Ginna_ESCOBAR BETANCUR",NA,NA,NA,NA,NA,NA,10.233,11.466,21.699
"VILLA","Giorgia","w","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",41,5.3,7,NA,12.3,"Giorgia_VILLA",NA,NA,NA,NA,NA,NA,13.0625555555556,14.0997,27.1622555555556
"CUYLE","Glen","m","BEL","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",95,5.4,6.7,NA,12.1,"Glen_CUYLE",NA,NA,12.2,13.6995,13.9062,14.233,NA,NA,54.0387
"Trebing","Glenn","m","GER","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","final","Tel Aviv, Israel",3,5.2,8.2,NA,13.4,"Glenn_Trebing",13.2,13.775,NA,14.05,NA,NA,NA,NA,41.025
"TREBING","Glenn","m","GER","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",79,5.4,7.433,NA,12.833,"Glenn_TREBING",12.7165,13.155,13.3165,12.7773333333333,13.1495,13.766,NA,NA,78.8808333333333
"UCTAS SANLI","Goksu","w","TUR","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",49,4.6,7.266,NA,11.866,"Goksu_UCTAS SANLI",NA,NA,12.6,NA,NA,12.5,11.866,NA,36.966
"DAVIES","Grace","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","final","Liverpool, England",5,5.1,7.55,0,12.65,"Grace_DAVIES",NA,NA,12.05,NA,NA,12.65,12.65,12.35,49.7
"MAYER","Greta","w","HUN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",23,5.4,7.466,0.1,12.766,"Greta_MAYER",NA,NA,11.6396,NA,NA,13.078875,12.73275,10.8553333333333,48.3065583333333
"LIN","Guan Yi","m","TPE","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",132,4.9,5.466,NA,10.366,"Guan Yi_LIN",10.133,13,10.366,13.366,13.9606666666667,14.2,NA,NA,75.0256666666667
"LIN","Guan","m","TPE","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",31,5.2,8,NA,13.2,"Guan_LIN",12.933,12.5,13.2,10.866,13.966,13.66,NA,NA,77.125
"HARDARDOTTIR","Gudrun","w","ISL","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",67,4.4,6.933,NA,11.333,"Gudrun_HARDARDOTTIR",NA,NA,NA,NA,NA,NA,11.333,10.1,21.433
"CAMPOS","Guilherme","m","POR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",70,5.4,7.633,NA,13.033,"Guilherme_CAMPOS",11.953,9.28866666666667,13.111,12.3663333333333,12.611,14.044,NA,NA,73.374
"JUMABEKOVA","Gulnaz","w","UZB","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",37,4.9,5.2,NA,10.1,"Gulnaz_JUMABEKOVA",NA,NA,11.5106666666667,NA,NA,12.5034444444444,9.633,8.983,42.6301111111111
"Chasazyrovas","Gytis","m","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",25,5.5,6.5,NA,12,"Gytis_Chasazyrovas",NA,12,NA,NA,NA,NA,NA,NA,12
"CHASAZYROVAS","Gytis","m","LTU","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",119,5.6,6.533,0.4,11.733,"Gytis_CHASAZYROVAS",11.9666666666667,12.2996666666667,10.8331666666667,12.822,11.933,13.4663333333333,NA,NA,73.3208333333333
"TRINH","Hai Khang","m","VIE","9-12 Mar 2023","World Cup","qual","Baku, Azerbaijan",23,5.4,7.633,NA,13.033,"Hai Khang_TRINH",NA,NA,12.8773333333333,NA,NA,13.883,NA,NA,26.7603333333333
"HILTON","Halle","w","IRL","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",39,5.2,7.166,NA,12.366,"Halle_HILTON",NA,NA,12.2941666666667,NA,NA,12.879,11.9053333333333,10.8108333333333,47.8893333333333
"CARTER","Hamish","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",12,5.4,7.35,0,12.75,"Hamish_CARTER",12.5776666666667,11.675,12.275,13.075,12.9,13.8,NA,NA,76.3026666666667
"Balzsay","Hanna","w","HUN","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",11,4.2,7.933,NA,12.133,"Hanna_Balzsay",NA,NA,12.133,NA,NA,NA,NA,NA,12.133
"WAYMAN","Hannah","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",53,4.1,5.7,0.1,9.7,"Hannah_WAYMAN",NA,NA,11.65,NA,NA,12.7,9.7,10.7,44.75
"KUMARASINGHEGE","Hansha Gayashan","m","SRI","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England",37,2.9,6.15,NA,9.05,"Hansha Gayashan_KUMARASINGHEGE",NA,9.05,NA,NA,4.15,NA,NA,NA,13.2
"KIM","Hansol","m","KOR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",12,6,8.266,NA,14.266,"Hansol_KIM",NA,NA,14.266,NA,NA,13.922,NA,NA,28.188
"YOU","Hao","m","CHN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",42,5.3,7.933,NA,13.233,"Hao_YOU",13.233,13.633,NA,12.7,14.6165,NA,NA,NA,54.1825
"WIBYE","Harald","m","NOR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",46,5.5,7.966,NA,13.466,"Harald_WIBYE",12.6773333333333,12.0663333333333,12.9216666666667,14.144,12.6553333333333,13.822,NA,NA,78.2866666666667
"WINGROVE","Harriet","w","AUS","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",35,4.7,6.8,NA,11.5,"Harriet_WINGROVE",NA,NA,12.1,NA,NA,6.575,11.5,NA,30.175
"HEPWORTH","Harry","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",25,5.9,6.65,0,12.55,"Harry_HEPWORTH",NA,NA,13.497875,12.075,13.5617142857143,14.5542105263158,NA,NA,53.6887998120301
"MERDINYAN","Harutyun","m","ARM","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England",3,6.1,8.633,NA,14.733,"Harutyun_MERDINYAN",NA,14.3144444444444,NA,NA,NA,NA,NA,NA,14.3144444444444
"BULUT","Hasan","m","TUR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",80,4.5,7.833,NA,12.333,"Hasan_BULUT",11.7776666666667,11.7886666666667,NA,13.0333333333333,NA,NA,NA,NA,36.5996666666667
"SKINNER","Hayden","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",18,6.2,7.35,0.7,12.85,"Hayden_SKINNER",NA,12.5,13.3032,NA,NA,13.7378571428571,NA,NA,39.5410571428571
"RUSHTON","Hayley","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",25,4,7.35,0,11.35,"Hayley_RUSHTON",NA,NA,11.3,NA,NA,11.65,11.35,10.8,45.1
"WATANABE","Hazuki","w","JPN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England",1,5.5,8.1,NA,13.6,"Hazuki_WATANABE",NA,NA,12.0665,NA,NA,6.5,13.1666666666667,12.3415,44.0746666666667
"THORPE","Heath","m","AUS","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",87,5.2,7.6,0.1,12.7,"Heath_THORPE",12.8163333333333,10.0886666666667,13.511,12.6,12.7886666666667,10.18725,NA,NA,71.9919166666667
"BROOKER","Henry","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",32,5.2,6.15,0,11.35,"Henry_BROOKER",11.2,10.7,11.35,12.2,11,12.725,NA,NA,69.175
"LEWIS","Henry","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",15,5.1,7.65,0.1,12.65,"Henry_LEWIS",10.65,11.25,12.65,12.3,12.2,12.5,NA,NA,71.55
"GUDMUNDSDOTTIR","Hildur Maja","w","ISL","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",128,4.1,6.033,NA,10.133,"Hildur Maja_GUDMUNDSDOTTIR",NA,NA,11.9165,NA,NA,11.916,10.6495,9.7495,44.2315
"GUDMUNDSDOTTIR","Hildur","w","ISL","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",113,4.4,4.6,0.1,8.9,"Hildur_GUDMUNDSDOTTIR",NA,NA,12.2,NA,NA,13,8.9,11.033,45.133
"METIDJI","Hillal","m","ALG","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",87,5.1,8.033,NA,13.133,"Hillal_METIDJI",NA,11.1996666666667,NA,12.433,NA,NA,NA,NA,23.6326666666667
"HERON","Hillary","w","PAN","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",17,5,6.133,NA,11.133,"Hillary_HERON",NA,NA,12.333,NA,NA,13.36625,11.133,12.166,48.99825
"HERON SOTO","Hillary","w","PAN","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador",9,4.5,6.85,NA,11.35,"Hillary_HERON SOTO",NA,NA,12.95,NA,NA,12.95,10.925,11.925,48.75
"KUSUMOTO","Hima","w","JPN","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","final","Stuttgart, Germany",5,5.2,7.366,NA,12.566,"Hima_KUSUMOTO",NA,NA,10.8,NA,NA,6.5,12.633,12.6,42.533
"WONG","Hiu Ying Angel","w","HKG","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",19,5,6.6,0,11.6,"Hiu Ying Angel_WONG",NA,NA,NA,NA,NA,NA,11.8165,NA,11.8165
"WONG","Hiu Ying","w","HKG","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",125,4.1,6.166,NA,10.266,"Hiu Ying_WONG",NA,NA,NA,NA,NA,NA,10.266,NA,10.266
"HAMADOUCHE","Houssem Eddine","m","ALG","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",32,5.1,7.233,NA,12.333,"Houssem Eddine_HAMADOUCHE",NA,11.633,12.333,NA,NA,12.7995,NA,NA,36.7655
