LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Rank,D_Score,E_Score,Penalty,Score,HB,PH,FX,PB,SR,VT,BB,UB,index
THORPE,Heath,m,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",87.0,5.2,7.6,0.1,12.7,12.816333333333333,10.088666666666667,13.511000000000001,12.6,12.788666666666666,10.187249999999999,,,10411
BROOKER,Henry,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",32.0,5.2,6.15,0.0,11.35,11.2,10.7,11.35,12.2,11.0,12.725000000000001,,,1272
LEWIS,Henry,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",15.0,5.1,7.65,0.1,12.65,10.65,11.25,12.65,12.3,12.2,12.5,,,6013
GUDMUNDSDOTTIR,Hildur,w,ISL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",113.0,4.4,4.6,0.1,8.9,,,12.2,,,13.0,8.9,11.033,3575
GUDMUNDSDOTTIR,Hildur Maja,w,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",128.0,4.1,6.033,,10.133,,,11.9165,,,11.916,10.6495,9.749500000000001,3579
METIDJI,Hillal,m,ALG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",87.0,5.1,8.033,,13.133,,11.199666666666666,,12.433,,,,,6901
HERON,Hillary,w,PAN,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",17.0,5.0,6.133,,11.133,,,12.333,,,13.366249999999999,11.133,12.166,3967
HERON SOTO,Hillary,w,PAN,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",9.0,4.5,6.85,,11.35,,,12.949999999999998,,,12.95,10.925,11.925,3975
KUSUMOTO,Hima,w,JPN,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",5.0,5.2,7.366,,12.566,,,10.8,,,6.5,12.633,12.6,5615
WONG,Hiu Ying,w,HKG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",125.0,4.1,6.166,,10.266,,,,,,,10.266,,11544
WONG,Hiu Ying Angel,w,HKG,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",19.0,5.0,6.6,0.0,11.6,,,,,,,11.816500000000001,,11545
HAMADOUCHE,Houssem Eddine,m,ALG,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",32.0,5.1,7.233,,12.333,,11.633,12.333,,,12.7995,,,3754
MARINOV,Hristos,m,BUL,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",9.0,5.7,7.2,0.0,12.9,,,,,12.9,,,,6513
MAI LIU,Hsiang Han,w,TPE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",62.0,5.2,6.566,,11.766,,,12.166,,,12.266,11.766,11.733,6363
TING,Hua,w,TPE,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",5.0,5.2,7.566,,12.766,,,12.0165,,,11.983,12.216000000000001,10.9495,10494
TING,Hua Tien,w,TPE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",13.0,5.4,7.6,,13.0,,,12.266,,,12.3,12.683,10.833,10502
LUO,Huan,w,CHN,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",2.0,5.9,8.133,,14.033,,,12.766,,,13.0665,13.897666666666666,13.710999999999999,6200
KAN,Hyunbae,m,KOR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",12.0,5.9,7.933,,13.833,13.3,,13.833,,12.1,12.766,,,4658
SKIRKEY,Ian,m,USA,27-30 Apr 2023,World Cup,final,"Cairo, Egypt",5.0,6.1,8.166,,14.266,,14.483,,,,,,,9722
SKIRKEY,Ian Hunter,m,USA,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",13.0,6.4,7.133,,13.533,,13.533,,,,,,,9724
RAUBAL,Ian Michael,m,SUI,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",9.0,5.2,8.166,,13.366,13.299499999999998,12.3665,13.315999999999999,13.983,13.583,13.73,,,8722
COLAK,Ibrahim,m,TUR,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",27.0,5.0,8.25,,13.25,12.5,,13.25,13.75,14.393199999999998,,,,1823
MAGALHAES,Igor,m,CAY,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",17.0,3.6,7.05,0.3,10.35,10.8,8.6,10.274999999999999,11.625,7.475,12.850000000000001,,,6326
RADIVILOV,Igor,m,UKR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",18.0,6.0,7.866,,13.866,,,12.966,,14.252142857142859,14.572999999999999,,,8614
SAHIN,Ilayda,w,TUR,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",10.0,4.1,7.566,,11.666,,,11.599499999999999,,,12.455333333333334,10.866,12.1495,9137
LIUBIMOV,Ilia,m,ISR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",116.0,5.5,7.0,,12.5,12.729000000000001,12.870750000000001,12.655333333333331,13.100000000000001,12.183,10.3125,,,6086
Liubimov,Ilia,m,ISR,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",16.0,4.5,7.65,,12.15,12.166666666666666,13.3415,,,,,,,6256
GEORGIOU,Ilias,m,CYP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",6.0,5.9,8.4,,14.3,13.602500000000001,12.482999999999999,13.133,13.410833333333334,13.408,14.1,,,3348
KOVTUN,Illia,m,UKR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",11.0,6.1,8.0,0.1,14.0,13.668923076923075,14.045769230769233,13.756153846153847,15.044,12.981111111111112,14.008666666666665,,,5376
Kovtun,Illia,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",29.0,5.4,5.9,0.3,11.0,13.725,14.375,11.0,15.0415,13.5,13.908249999999999,,,5723
KRUPA,Ilona,w,UKR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",70.0,4.3,6.633,0.1,10.833,,,11.733,,,12.133,10.833,12.5,5520
AZIZOV,Ilyas,m,KAZ,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",50.0,5.8,7.866,0.3,13.366,12.2396,13.580571428571428,12.9328,12.80457142857143,12.544333333333334,13.909666666666666,,,672
JIMSHELEISHVILI,Ioane,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",26.0,5.6,8.1,,13.7,10.5464,9.666,11.77475,11.9165,12.933,13.513200000000001,,,4466
CALLE GIL,Irene,w,ESP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",32.0,4.1,6.433,0.1,10.433,,,12.033,,,12.033,10.433,11.566,1442
NUNEZ,Isaac,m,MEX,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",137.0,3.9,6.166,,10.066,11.5198,12.779,12.588666666666668,13.724666666666666,12.3,13.716666666666667,,,7738
BOTTGER,Isabella,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",26.0,4.0,6.95,0.0,10.95,,,,,,,,10.95,1159
LAMB,Isabelle,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",27.0,3.9,7.25,0.0,11.15,,,11.175,,,11.95,10.575,10.375,5785
PERERA,Isuamy,w,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",10.0,4.8,6.45,,11.25,,,10.8,,,12.425,11.1,11.425,8181
DEJANOVIC,Ivan,m,SRB,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",83.0,5.0,7.233,,12.233,12.895,,,,,,,,2277
Dejanovic,Ivan,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",25.0,4.8,5.6,,10.4,10.4,,,,,,,,2646
TIKHONOV,Ivan,m,AZE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",126.0,5.5,5.666,,11.166,12.6398,12.733111111111109,12.921833333333334,13.433,13.4464,13.684272727272726,,,10445
SCRIVENS,Iwan,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",31.0,4.1,6.3,0.1,10.3,11.65,12.5,10.3,11.8,10.2,12.95,,,9407
POLANCO,Jabiel,m,DOM,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",6.0,4.5,8.25,,12.75,,,,,11.825000000000001,13.592714285714285,,,8428
BRACKLEY,Jacinta,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",58.0,4.7,4.45,0.0,9.15,,,10.25,,,,9.15,9.1,1186
GAGAMOV,Jack,m,CZE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",73.0,4.4,7.966,,12.366,12.366,11.233,,12.133,11.9,,,,3215
STANLEY,Jack,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",3.0,4.5,8.4,0.0,12.9,,12.9,,,,,,,9901
BUUS,Jacob,m,DEN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",31.0,4.6,8.433,,13.033,13.033,,,,,,,,1400
EDWARDS,Jacob,m,WAL,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",5.0,5.5,7.85,,13.35,12.2,12.35,13.274999999999999,12.35,12.875,13.325,,,2671
KARLSEN,Jacob,m,NOR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",40.0,4.5,8.8,,13.3,12.4665,10.9665,13.1665,11.216000000000001,13.633,14.033,,,4756
EDWARDS,Jacob Guest,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",,5.4,8.07,0.0,13.466,12.566,12.4,13.466,13.233,11.766,13.633,,,2683
Barbosa,Jade,w,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",18.0,5.1,6.066,,11.166,,,,,,,,11.166,1414
CAREY,Jade,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",11.0,5.2,7.433,,12.633,,,13.988333333333335,,,14.499749999999999,12.883,13.249500000000001,1494
KIM,Jaeho,m,KOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",47.0,5.3,8.2,0.1,13.4,13.3995,11.283000000000001,13.600000000000001,13.849499999999999,11.766,14.449,,,5036
JARMAN,Jake,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",3.0,6.7,7.733,,14.433,13.210916666666668,13.239090909090908,14.203357142857143,13.991416666666668,13.064666666666666,14.847652173913042,,,4309
JOHNSON,Jake,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",29.0,4.8,6.2,0.3,10.7,12.55,12.675,10.7,11.575,12.4,13.0,,,4488
VLAHEK,Jakov,m,CRO,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",32.0,5.6,7.1,,12.7,,12.2165,,,,,,,11241
Vlahek,Jakov,m,CRO,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",9.0,5.7,8.05,,13.75,,13.75,,,,,,,11338
BACUETI,James,m,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",69.0,5.3,8.033,0.3,13.033,,11.108,12.5665,,,13.9,,,755
HALL,James,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",16.0,5.8,8.366,,14.166,13.604,13.528875,13.604,13.833166666666665,13.530333333333333,14.266666666666667,,,3713
HARDY,James,m,AUS,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",28.0,5.5,7.75,,13.25,10.933,12.208,13.475,12.925,12.683,13.327666666666666,,,3770
LEAVER,James,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",28.0,4.6,7.85,0.1,12.35,11.9,5.35,12.35,13.0,12.6,13.55,,,5865
LEWIS,Jamie,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",7.0,5.4,8.05,0.7,12.75,12.15,14.25,12.875,13.25,13.75,14.4,,,6020
Lewis,Jamie,m,GBR,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",21.0,4.5,6.4,,10.9,10.9,14.3165,,12.85,13.5,,,,6250
SURTEES,Jamie Leigh,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",46.0,3.9,6.05,0.0,9.95,,,,,,11.75,9.95,9.75,10059
DUFFUS,Jamilia,w,JAM,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",34.0,3.9,3.55,,7.45,,,8.05,,,12.2,7.45,7.05,2589
CARRERES,Jan,m,ESP,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",38.0,4.7,7.533,,12.233,11.966,,12.233,,,11.4665,,,1507
CARRERES MACIA,Jan,m,ESP,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",44.0,4.6,7.85,,12.45,12.55,9.15,12.45,12.85,11.6,5.8,,,1511
ABDELSALAM,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",100.0,4.8,6.2,,11.0,,,11.815999999999999,,,12.333,11.999666666666664,10.966333333333333,98
ABOELHASAN,Jana,w,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",116.0,4.6,5.9,,10.5,,,12.266,,,11.6,10.5,10.9,146
MAHMOUD,Jana,w,EGY,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",23.0,4.3,7.2,,11.5,,,,,,,11.2665,10.999333333333333,6358
HEFFERNAN,Jane,w,IRL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",93.0,4.4,5.433,,9.833,,,11.7,,,11.633,9.833,11.166,3883
MÜLLER,Janoah,w,GE2,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",36.0,4.7,6.8,0.1,11.4,,,11.1,,,6.575,11.4,11.15,7491
MADER,Jasmin,w,AUT,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",88.0,4.6,6.633,,11.233,,,12.6665,,,12.566500000000001,11.5495,12.166333333333334,6296
SALAMA,Jasmin,w,EGY,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",18.0,4.4,7.233,,11.633,,,11.633,,,,,,9208
ROJO,Javier,m,MEX,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",31.0,5.3,7.133,,12.433,12.366,11.066,12.433,,12.2,12.6495,,,8923
SANDOVAL AFANADOR,Javier,m,COL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",49.0,5.1,8.033,,13.133,13.133,13.2,,12.466,,,,,9252
ATTYGALLE,Jaydon,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",14.0,4.9,7.75,0.0,12.65,7.45,12.05,12.65,12.15,9.65,13.6,,,623
RAMPERSAD,Jayson,m,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",35.0,4.7,6.05,0.3,10.45,,13.625,10.45,,,,,,8666
MARACHA,Jea,w,WAL,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",6.0,4.6,7.6,,12.2,,,11.399999999999999,,,12.3,12.472,12.075,6457
MARACHA,Jea Brittany,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",5.0,4.7,7.9,0.0,12.6,,,11.55,,,12.6,12.0,11.55,6466
LALONDE,Jenna,w,CAN,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",13.0,4.2,7.8,,12.0,,,12.2,,,13.05,12.0,13.1415,5780
GADIROVA,Jennifer,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",7.0,5.3,7.966,0.1,13.166,,,13.506857142857141,,,13.25,12.66,13.149999999999999,3157
RAMIREZ,Jeordy,m,DOM,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",17.0,4.7,7.8,,12.5,11.35,10.35,12.5,12.875,11.15,,,,8660
GRUENBERG,Jermain,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",75.0,5.2,7.8,0.1,12.9,12.953,11.899666666666667,12.055333333333332,13.294999999999998,12.799333333333331,13.366333333333335,,,3549
Grünberg,Jermain,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",14.0,5.0,7.45,,12.45,12.45,,,13.858,,,,,3669
CLARKE,Jerusha,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",20.0,5.0,6.95,0.0,11.95,,,11.95,,,11.8,,9.35,1808
ADAMSON,Jess,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",54.0,4.3,5.4,0.0,9.7,,,10.45,,,12.0,9.7,11.3,221
MOORE,Jesse,m,AUS,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",14.0,5.1,6.7,,11.8,14.15,13.505333333333333,12.325,13.9,12.0,13.55,,,7188
DAYKIN,Jessica,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",26.0,5.3,5.9,0.0,11.2,,,11.45,,,12.8,11.2,9.35,2179
DOWLING,Jessica,w,CAN,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",14.0,4.5,7.566,0.0,12.066,,,12.088666666666667,,,11.8,11.4495,12.2995,2542
GADIROVA,Jessica,w,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",2.0,5.7,8.033,,13.733,,,14.016545454545456,,,13.860153846153846,13.149799999999999,13.379333333333333,3172
SCHLEGEL,Jessica,w,GER,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",1.0,6.1,7.433,0.1,13.433,,,,,,,13.4415,11.8,9337
WRIGHT,Jessica,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",30.0,4.7,6.15,0.0,10.85,,,11.6,,,,10.85,9.0,11555
CORRALES,Jhossua,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",13.0,4.5,8.2,,12.7,11.1,,12.7,10.8,11.05,6.825,,,1867
YANG,Jiaxing,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",52.0,6.1,7.2,,13.3,13.666,12.666,13.3,,,14.466,,,11597
ZONA,Jim,m,FRA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",39.0,5.3,8.233,0.1,13.433,13.2165,12.7915,13.6165,,13.225,8.783333333333333,,,11884
ZHANG,Jin,w,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",22.0,5.2,7.633,,12.833,,,12.664,,,13.4165,13.083,,11849
ZOU,Jingyuan,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",1.0,6.9,9.266,,16.166,,13.948,,15.948,14.93125,,,,11896
LENBERG,Joakim,m,SWE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",98.0,4.9,7.6,,12.5,11.688666666666668,11.299499999999998,12.866333333333335,11.966666666666669,11.922000000000002,13.133333333333333,,,5950
DE FREITAS,Joana,w,MON,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",100.0,4.3,5.8,0.1,10.0,,,10.883,,,8.9995,10.058250000000001,9.666,2183
AMBLIE,Joar,m,NOR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",82.0,3.7,8.8,,12.5,,,,12.5,12.866,,,,324
CEMLYN JONES,Joe,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",11.0,5.5,7.95,0.0,13.45,13.1415,12.325,13.049999999999999,13.116666666666667,12.825,13.475000000000001,,,1621
FRASER,Joe,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",12.0,5.7,8.166,,13.866,13.68525,14.023888888888889,13.624749999999999,14.628,14.04985714285714,13.874749999999999,,,3010
ALVAREZ,Joel,m,CHI,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",94.0,5.1,7.466,,12.566,12.366,10.366,12.566,12.933,12.366,13.7,,,318
CATARINO,Joel,m,POR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",58.0,4.3,8.366,,12.666,12.666,,,11.2,12.0,,,,1618
PLATA,Joel,m,ESP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",4.0,6.0,8.333,,14.333,13.394166666666665,12.54975,13.9198,13.788333333333334,13.283000000000001,14.251999999999999,,,8356
GUNNARSSON,Jon,m,ISL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",93.0,4.7,7.533,,12.233,,,,,12.3995,,,,3645
Thorisson,Jonas,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",12.0,5.4,7.95,,13.35,,,13.35,,,,,,10864
THORISSON,Jonas Ingi,m,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",91.0,5.0,7.633,,12.633,11.9495,10.755333333333333,12.910666666666666,12.4995,11.55,13.610666666666667,,,10381
CHILES,Jordan,w,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",83.0,5.2,6.166,,11.366,,,13.9665,,,14.277333333333331,11.366,14.066,1754
OCONNELL INNS,Jorden,m,NZL,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",29.0,4.4,8.15,,12.55,10.6,13.2,,12.55,,,,,7794
HAGENAAR,Jordi,m,NED,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",36.0,5.4,8.233,,13.633,13.133,11.2995,13.332999999999998,13.633,12.833,13.883,,,3696
VEGA,Jorge,m,CCS,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",3.0,5.5,8.3,,13.8,,,13.8,,,13.375,,,11097
ROBERSON,Joscelyn,w,USA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",18.0,6.0,6.5,,12.5,,,13.804000000000002,,,14.039250000000001,12.855333333333334,12.2,8859
ESCANDON,Jose,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",19.0,4.5,7.0,,11.5,11.5,,,12.3,12.15,,,,2800
LOPEZ,Jose,m,PUR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",130.0,5.4,5.666,0.5,10.566,12.14575,11.372,12.155333333333333,12.727666666666666,12.629000000000001,13.2032,,,6163
MARTINEZ,Jose,m,COL,24-28 Jun 2023,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",26.0,4.4,6.9,,11.3,11.8,12.65,11.3,12.95,11.75,11.95,,,6558
NOGUEIRA,Jose,m,POR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",82.0,5.5,7.4,0.1,12.8,12.524750000000001,12.191,12.949750000000002,12.266250000000001,12.421999999999999,13.688666666666668,,,7709
MENDES NOGUEIRA,Jose Pedro,m,POR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",26.0,5.6,7.833,0.1,13.333,12.833,12.466,13.333,12.9,12.9,13.66,,,6823
CEMLYN JONES,Joseph,m,WAL,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",8.0,5.1,6.566,0.3,11.366,11.35,12.75,12.383,13.3,13.1,13.4,,,1640
HATOGUAN,Joseph,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",26.0,5.2,8.866,,14.066,,,,,,13.499500000000001,,,3845
HATOGUAN,Joseph Judah,m,INA,1-4 Mar 2023,World Cup,qual,"Doha, Qatar",40.0,5.5,5.333,,10.833,,11.333,10.833,,8.166,,,,3847
SOERENSEN,Josephine,w,DEN,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",96.0,4.1,6.1,,10.2,,,11.3,,,11.733,10.2,,9811
COOK,Joshua,m,WAL,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",7.0,5.5,7.6,,13.1,12.55,12.05,12.85,12.2,12.55,13.7,,,1849
NATHAN,Joshua,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",9.0,5.6,8.05,0.0,13.65,13.118625,13.158125000000002,13.4915,13.316624999999998,13.02475,14.137500000000001,,,7522
KARNES,Joshua Andrew,m,USA,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",5.0,5.3,8.566,,13.866,13.483,13.316500000000001,13.683,13.9995,12.916,14.3315,,,4816
WILLIAMS MEEHAN,Joshua Jack,m,ESP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",30.0,5.1,8.166,,13.266,13.466,12.3,13.266,12.966,12.733,13.266,,,11524
SILVA,Josiany,w,BRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",34.0,4.8,6.85,,11.65,,,,,,,11.65,12.75,9605
CALVO MORENO,Jossimar Orlando,m,COL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",74.0,5.6,7.333,,12.933,13.4,13.3,12.933,15.065999999999999,12.066,13.033,,,1447
